id_local;matricula;bastidor;ktype;codVersion;rvCode;marca;modelo;version;anyo;combustible;estado;fotos
51666;6656CGT;VF32A8HXF42912792;16270;016700220500006;17243;PEUGEOT;206;Look;2004;Diesel;0,1,15,5;35
51722;9315HCD;VF1DZ1S0644696512;31164;017201120060002;2271;RENAULT;MEGANE III COUPE;Dynamique;2010;Diesel;0,1,15,5;43
51732;7052CLN;SHHEU97203U103584;16522;013400440220001;32680;HONDA;CIVIC 5 PUERTAS (EU7/8);1.7 CTDi ES;2002;Diesel;0,1,5,15,9;38
51802;3076CHM;;14914;016500310050016;32682;OPEL;CORSA C;Comfort;2000;Diesel;0,1,15,5;13
51819;SE2614DL;JSAEGA11S00162409;4460;018300110060001;25393;SUZUKI;SWIFT BERLINA (SF/EA);GTI;1988;Sin plomo 95;0,1,15,5;31
51843;DG577YH;1A8G6E7M57Y549720;19063;011700370090001;9468;CHRYSLER;300C TOURING (LE/LX);3.0 CRD STR;2008;Diesel;0,1,15,5;32
51862;5212CPC;SB1DW56L50E032593;14106;018600410670001;4123;TOYOTA;AVENSIS BERLINA (T22);2.0 D4-D Luna (5-ptas.);1999;Diesel;0,1,15,5;13
51869;4324FCV;KNEBA24326T307199;18042;014250150300001;23754;KIA;PICANTO (SA);1.1 Concept;2007;Sin plomo 91;0,1,15,5;12
51908;9900DJT;VF7ZAPMPA17611722;;021900260100001;;CITROEN;JUMPER FURGÓN;33 M  2.8 HDi  130 Confort;2005;;0,1,15,5;13
52134;0211FMH;VF1C06G0E37239679;5658;017200130100003;24141;RENAULT;TWINGO I (C06);1.2 (C066/67/68);1996;Sin plomo 91;0,1,15,5;7
52145;3890MZ70;VF1BR1G0H35970772;19051;017200700240016;29157;RENAULT;CLIO III;Confort Dynamique;2005;Diesel;0,1,15,5;11
52146;UPJ829;VF7DERFNC76481671;15911;011900510050009;35796;CITROEN;C5 BERLINA;2.0 16V Exclusive Automático;2001;Sin plomo 91;0,1,15,5;8
52217;9459FDR;WVWZZZ3CZ7P014405;19957;019050670300018;26891;VOLKSWAGEN;PASSAT BERLINA (3C2);Advance;2005;Diesel;0,1,15,5;7
52265;3425BGL;KMHCG51FP17101947;14597;013450220060009;4722;HYUNDAI;ACCENT (LC);GL 4P;2000;Sin plomo 91;0,15,1,5;0
52266;3460HLT;ZFA26300009155020;9298;012800960050001;24881;FIAT;II DOBLÒ (152);Active;2009;Diesel;0,1,15,5;7
52298;8301DXN;SALLNABE26A814218;15429;017300610120003;3022;LAND ROVER;FREELANDER (LN);E Familiar;2002;Diesel;0,1,15,5;0
52318;0008DWD;YS3FF46W261104173;18258;017400640330001;2907;SAAB;9-3 BERLINA;1.9 TiD Linear Sport;2004;Diesel;0,15,5;0
52354;GC2239CH;VF35FWJZE60228509;21448;016700130160014;11430;PEUGEOT;PARTNER (S1)(07.1996);Combispace;1996;Diesel;0,1,15,5;6
52381;5305BKN;VSSZZZ1MZ1R069711;13162;017900090040007;2507;SEAT;LEON (1M1);Signo;1999;Diesel;0,15,5;0
52420;8996DNS;WAUZZZ4FX6N026162;17898;010600980090002;8989;AUDI;A6 BERLINA (4F2);3.0 TDI Quattro (165kW);2004;Diesel;0,1,15,5;8
52426;4099FDB;VF3WA8HZC33359941;19354;016701080330023;17252;PEUGEOT;207;Confort;2007;Diesel;0,1,5;9
52462;03KE3063;JTEGR20V000037542;14906;018600280030002;33631;TOYOTA;RAV4 (A2);1.8 Luna (2003->);2003;Sin plomo 91;0,1,15,5;10
52497;5675FKD;1A8GYB1537Y501224;18267;011700600650001;8263;CHRYSLER;VOYAGER (RG);2.8 CRD Executive;2007;Diesel;0,1,15,5;6
52541;6590DGZ;VF7LA9HYB74179870;18344;011900810210003;22657;CITROEN;C4 BERLINA;Cool;2008;Diesel;0,15,5;0
52627;4848BHV;;9984;016500460050058;32480;OPEL;ASTRA G BERLINA;Comfort;1998;Sin plomo 95;0,15,5;4
52697;4953FSR;ZFA18600002304000;19984;012800390120001;5934;FIAT;NUEVO MULTIPLA (186);1.9 8V Dynamic Multijet (88kW);2005;Diesel;0,15,5;0
52712;0491KHS;VF3CCHMRPJW003407;33807;016701260170009;24593;PEUGEOT;208;Style;2014;Sin plomo 95;0,1,15,5,9;8
52740;22VZJ3;W0LF7BHB69V613361;;026500140100008;;OPEL;VIVARO CAMIÓN;Plataforma alta;2006;Diesel;0,1,15,5;8
52741;8967GWS;VF7SC8HZCAA547095;33395;011900640130001;4876;CITROEN;C3;Business;2010;Diesel;0,1,5,15;8
52765;8282BKC;W0L0JBF19Y1166341;9009;016500500200007;35145;OPEL;VECTRA B BERLINA;Básico (1999->);1995;Diesel;0,15,5;0
52806;5195FLS;VF36ERHRH21449960;17849;016700470320023;36326;PEUGEOT;407;Premium;2007;Diesel;0,1,15,5;8
52823;7521BXS;VSSZZZ1MZ3R022674;15802;017900120060016;32864;SEAT;TOLEDO (1M2);Signo;0;Sin plomo 91;0,15,5;5
52942;9375FDM;WF0VXXBDFV6S17016;16098;022850410020002;37687;FORD;TRANSIT FURGÓN CORTO (FY);FT  260   2.0;2000;Diesel;0,1,15,5;5
52979;6812FJK;VSSZZZ6LZ7R112395;;017900230350005;;SEAT;IBIZA (6L1);Cool;2004;Diesel;0,15,5;0
53002;M9974WD;1C3ESN7A1WD671940;11030;011700190010003;8262;CHRYSLER;NEON PL;1.8 LE;1997;Sin plomo 91;0,1,15,5;7
53017;G4I74E;JMZGY19R201196799;18829;015500670490001;37746;MAZDA;6 FAMILIAR (GY);2.0 CRTD Active (100kW);0;Diesel;0,1,15,5;7
53018;0055FXJ;KL1NF48UJ7K704515;24469;011600060100009;4841;CHEVROLET;LACETTI;CDX;0;Diesel;0,1,15,5;7
53064;V0732HJ;VSSZZZ1MZ1R024319;13162;017900090040007;2507;SEAT;LEON (1M1);Signo;0;Diesel;0,1,15,5,9;7
53172;6762KVZ;WVWZZZ6RZCY037780;32819;019050881000018;26945;VOLKSWAGEN;POLO V (6R1);Advance;0;Diesel;0,1,15,5;10
53194;G6709B;WBAVA71010VE25823;18449;011300560030001;35221;BMW;SERIE 3 BERLINA (E90);320i;2004;Sin plomo 95;0,1,5,15,9;8
53198;A0254EH;JMBLREA5WWY000701;7849;015900390110002;25271;MITSUBISHI;GALANT FAMILIAR (EA0);2500 V6 24V;1997;Sin plomo 95;0,1,15,5;6
53246;0767CCR;KMHPN81VP3U085548;16286;013450790100001;29516;HYUNDAI;MATRIX (FC);1.5 CRDi GLS;0;Diesel;0,1,15,5;8
53362;0000FHM;JMZGG12R671659703;18828;015500650490003;37741;MAZDA;6 BERLINA (GG);2.0 CRTD 143 Active (4-ptas.);0;Diesel;0,1,15,5;6
53443;5107CWG;YS3EF45L543506788;16203;017400520400001;8867;SAAB;9-5 BERLINA;3.0 TiD Linear Sport;2002;Diesel;0,1,15,5;8
53540;CO6668AT;VF7X1DHXF72146275;4029;011900420580001;24151;CITROEN;XANTIA BERLINA;1.9 TD Exclusive;0;Diesel;0,1,15,5;8
53744;GR8250U;WVWZZZ1GZLW052936;1656;019050160220005;15918;VOLKSWAGEN;GOLF II (191/193);Edition One;0;Sin plomo 91;0,15,5;5
53844;9622FHW;VF1KGEVB636952565;18643;017200790020041;13984;RENAULT;LAGUNA II (BG0);Authentique;2001;Diesel;0,15,5;0
53872;1280DYV;VF7LA9HXC74426230;18343;011900810390001;22648;CITROEN;C4 BERLINA;Collection;2004;Diesel;0,15,5;0
53911;1099DTK;VF7RCRHRG76713014;15911;011900940430014;35796;CITROEN;C5 BERLINA;Audace;2007;Diesel;0,15,5;0
53942;1665CVN;VF1BGRG0631172265;15476;017200790020022;2372;RENAULT;LAGUNA II (BG0);Authentique;2001;Diesel;0,15,5;0
53990;6447FHY;VSSZZZ6LZ7R105160;19220;017900230190006;11066;SEAT;IBIZA (6L1);Ecomotive;0;Diesel;0,1,5,15,9;7
54073;AL8279AF;WVWZZZ6NZXY278623;15410;019050420010023;26650;VOLKSWAGEN;POLO III (6N1);Básico;1999;Diesel;0,1,15,5;7
54203;1445GCK;SAJAA061197R00686;24477;013800350020001;9044;JAGUAR;XF;2.7 V6 Diesel Premium Luxury;0;Diesel;0,1,5,10,9;8
54315;2340CCB;KMHBU31BP3U005623;27989;013450180040003;34535;HYUNDAI;GETZ (TB);1.6 GLS;0;Sin plomo 91;0,1,15,5;7
54385;6344FVW;WF03XXGCD37Y52970;18302;012850680010002;30959;FORD;FOCUS BERLINA (CAP);Ambiente (D);0;Sin plomo 91;0,1,15,5;6
54497;MA5919CU;VF1BB0A0F20560343;9040;017200670040001;24145;RENAULT;CLIO II FASE I (B/CB0);1.2;1998;Sin plomo 95;0,15,5;0
54517;4495;WVGZZZ1TZBW046936;17768;019050920820004;26587;VOLKSWAGEN;TOURAN (1T3);Advance;2011;Diesel;0,1,5,15,9;6
54557;4910-;WV2ZZZ70Z1X154858;6323;029050220190004;1760;VOLKSWAGEN;T4 TRANSPORTER BUS;T4 Multivan;0;Diesel;0,1,5,9,15;6
54566;1311FGL;VF7CH9HXC25895123;19010;011900441030002;13971;CITROEN;XSARA PICASSO;1.6 HDi 90 SX Top;2007;Diesel;0,1,15,5;6
54651;3165CTC;WF0AXXWPDA4B85207;16967;012850700040023;33124;FORD;FOCUS BERLINA (CAK);Ambiente;2004;Diesel;0,1,5;6
54670;MA8947CH;W0L0SBF68W4191295;7863;016500370010033;15647;OPEL;CORSA B;Eco;1998;Sin plomo 91;0,1,5;6
54676;9127CZR;WVWZZZ1JZYW432382;;019050450010094;;VOLKSWAGEN;GOLF IV BERLINA (1J1)(10.1997);Básico;1999;Diesel;0,5;0
54758;3654CGD;KLA4M11CD3C833803;18528;011600190010001;22551;CHEVROLET;MATIZ;S;2005;Sin plomo 91;0,5;0
54784;9098DVN;VF33CNFUL84521666;;016700810520017;;PEUGEOT;307 BERLINA (S2);XS +;2007;Sin plomo 91;0,5;0
54889;GI3131BM;;5602;010600740150001;33498;AUDI;A3 (8L);1.8 T Ambiente;1996;Sin plomo 95;0,5;0
54892;CE584XC;;17047;015700220150001;14125;MERCEDES-BENZ;CLASE S (BM 220) BERLINA;320 CDI (220.025);2002;Diesel;0,5;0
54894;1551BWG;VF33CRHSB82364786;15904;016700270160030;36384;PEUGEOT;307 (S1)(04.2001);XS;2001;Diesel;0,10,5;0
54917;4754GSF;W0L0SDL08A4067618;19725;016501010260023;25005;OPEL;CORSA D;CMon;2009;Diesel;0,1,5,9,15,3;6
54931;4887;WDB2020181F563927;966;015700270010010;5192;MERCEDES-BENZ;CLASE C (BM 202) BERLINA;180 (202.018);1994;Sin plomo 95;0,1,5,10,9;6
54981;3905HFV;SALLNAAA7YA549483;8985;017300600110001;34280;LAND ROVER;FREELANDER (LN)(01.1998);1.8i Familiar (88kW);1999;Sin plomo 95;0,1,15,5,9;6
54989;;WF0UXXTTPUAUS8658;17783;012850410120002;33165;FORD;TRANSIT CONNECT (TC7);Furgón largo (2006->);2006;Diesel;0,5;0
54991;1653BVB;WF04XXGBB42S23231;15488;012850610020064;7349;FORD;MONDEO BERLINA (GE);Ambiente;2000;Sin plomo 91;0,5;0
55000;3539DJZ;VF32C8HZF44524902;16270;016700220280006;17243;PEUGEOT;206;X-Line;2004;Diesel;0,5;0
55004;MA0581CN;SJNEAAK11U3C79803;4112;012250020010001;3681;NISSAN;MICRA (K11);L;1998;Sin plomo 95;0,5;0
55013;5441DFN;WVNZZZ3CZ6P028868;;019050670900018;;VOLKSWAGEN;PASSAT BERLINA (3C2);Advance Plus;2009;Diesel;0,9,5;0
55023;;ZFA27000064277807;20077;012800940330001;35804;FIAT;II SCUDO (272) COMBI;Panorama Family L1H1 120 Multijet (5 pl.);2006;Diesel;0,5,9;0
55032;0495CDD;TMBKS41U338683197;15294;018000450050001;1863;SKODA;OCTAVIA COMBI (1U5);Ambiente 4X4;0;Diesel;0,1,5;4
55083;3684FBC;WDD2193221A078286;18962;015700450210001;9474;MERCEDES-BENZ;CLS (BM 219);320 CDI (219.322);2006;Diesel;0,9,5;0
55247;T3518AP;VS6AXXWPAASJ00161;1322;012850130010015;2576;FORD;ESCORT BERL./TURNIER;CL Berlina;1995;Sin plomo 91;0,1,5;6
55261;8830GHL;VF1BG0E0529244468;16582;017200790020001;2337;RENAULT;LAGUNA II (BG0);Authentique;2001;Diesel;0,5;0
55291;05230;SB1KC56E60F009111;57455;018601300130014;16203;TOYOTA;AURIS (E15);Luna;2007;Diesel;0,1,15,5,9;6
55304;4844BDR;KLA4M11CD1C587713;10005;011950180180001;16068;DAEWOO;MATIZ;City;0;Sin plomo 91;0,1,5;6
55423;AL8353AB;WVWZZZ6NZWY127477;15410;019050420010023;26650;VOLKSWAGEN;POLO III (6N1);Básico;1997;Diesel;0,1,9,5;6
55439;2712CWF;VF7FC8HXB27037770;16331;011900530870001;22474;CITROEN;C3;1.4 HDi Magic;2004;Diesel;0,1,15,5,9;6
55455;A3814MY;VF1BT0A0639270626;23371;017200930020001;29175;RENAULT;LAGUNA III BERLINA;Expression;2007;Diesel;0,1,5,9;6
55507;3241BXV;VF1JA050527023513;15769;017200830160001;2332;RENAULT;SCENIC I (JA...);1.9 DCI Authentique;2001;Diesel;0,5;0
55557;2967BSC;WVWZZZ1JZ2B091809;14590;019050450010069;27276;VOLKSWAGEN;GOLF IV BERLINA (1J1)(10.1997);Básico;2001;Sin plomo 91;0,1,5,9;5
55592;MA7597BZ;WF0BXXWPRBTY22127;5801;012850270010001;23154;FORD;KA (CCQ);Básico;2004;Sin plomo 91;0,1,15,9,5;9
55742;1103CXB;VF1LMR2C531577894;18219;017201050120018;29128;RENAULT;MEGANE II CLASSIC BERLINA;Confort Expression;2004;Diesel;0,1,9,3;6
56022;7887DSM;W0L0XCF0653059689;19147;016500290100006;24977;OPEL;COMBO (CORSA C);Familiar;2005;Diesel;0,1,9;6
56089;6526HWP;ZFA1990000P068979;;012800760200005;;FIAT;III PUNTO (199);Lounge;2014;Sin plomo 95;0,1,9,3;6
56107;9765HSF;TMBEA25J9D3150564;28175;018000060520007;24552;SKODA;FABIA (5J2);Ambition;2013;Sin plomo 95;0,1,9,3;4
56112;M2271YC;WDB2083651F039598;8379;015700180080003;9901;MERCEDES-BENZ;CLK (BM 208) COUPE;320 (208.365);1998;Sin plomo 95;0,1,9,3;6
56235;2609FTT;ZDCJF14A07F174453;;033400600120001;;HONDA;FES /SH /SES /DYLAN /PS   125;SH 125 i   (JF 14);2007;;0,1,9,3,5;0
56237;3415DHK;WDD1690311J093669;31059;015700400210006;29692;MERCEDES-BENZ;CLASE A (BM 169);A 150 (169.031);2005;Sin plomo 95;0,1,9,3;6
56239;468BGG;WAUZZZ8EX5A089334;16049;010600290120003;2478;AUDI;A4 AVANT (8E);1.9 TDI (96kW);2002;Diesel;0,1,9,3;5
56256;9523LDV;ZDCJF68B0KF117389;;033401240010001;;HONDA;SH 125I;SH 125i;2019;;0,1,5,9,3;0
56266;1330JWM;VF7UDRHB8BJ721461;31743;011900830050038;4415;CITROEN;C4 PICASSO;Exclusive;2010;Diesel;0,1,9,3;6
56331;7872FHG;KMHSH81WP6U043132;19840;013450410160003;1453;HYUNDAI;SANTA FE (CM);2.2 CRDi Comfort 4X4;2006;Diesel;0,1,9,3;6
56339;;;13901;010700060010001;16190;MG ROVER;MGF (RD);Básico;1976;Sin plomo 95;0,1,9;6
56385;4622JDF;VF15R0G0H52651344;57284;017200760290001;12785;RENAULT;CLIO IV;Authentique;2015;Sin plomo 95;0,1,9,3;9
56431;MA6284DD;WDB2201751A023177;9601;015700220080003;10097;MERCEDES-BENZ;CLASE S (BM 220) BERLINA;500 L (220.175);1999;Sin plomo 95;0,9,3,1;5
56514;3096CJP;WDB1680091J948385;15835;015700300140006;32767;MERCEDES-BENZ;CLASE A (BM 168);170 CDI (168.009);2003;Diesel;0,1,9,3;5
56578;1495DXY;VF3KM8HZC20068366;18433;016701100310004;12895;PEUGEOT;1007;Dolce;2005;Diesel;0,1,9,3;6
56580;1574FMB;VF1KMK40636809500;18787;017201060140022;2406;RENAULT;MEGANE II GRANDTOUR;Dynamique;2006;Diesel;0,1,9,3;6
56586;5318HTL;WDB2200651A050740;9599;015700220030001;9905;MERCEDES-BENZ;CLASE S (BM 220) BERLINA;320 (220.065);1999;Sin plomo 95;0,1,9,3;6
56605;DC447LA;VF38E9HL0CL047965;714;016700580020001;13153;PEUGEOT;508 SW;Access;2012;Diesel;0,1,9;6
56612;XNM683;WDB2200751A019185;9601;015700220070001;10097;MERCEDES-BENZ;CLASE S (BM 220) BERLINA;500 (220.075);1999;Sin plomo 95;0,1,9,3;6
56650;RSG541;WBAMX11080C884153;57270;011301110300002;24198;BMW;SERIE 5 TOURING (F11);520d;2011;Diesel;0,1,9,3;10
56659;6594GDV;TMBGF25J383194303;19226;018000070520004;11049;SKODA;FABIA COMBI (5J5);Young;2008;Diesel;0,3,9,1;4
56692;3767DRZ;ZCFC35A200D287350;;023650560600012;;IVECO;DAILY FURGÓN;Caja cerrada techo alto 35C... batalla 3950;0;Diesel;0,1,9;3
56723;CP58KKM;W0L0ZCF3581079799;;016500760100001;;OPEL;VECTRA C CARAVAN;Sport;2008;Sin plomo 91;0,1,9,3;6
56736;MA9228CK;WDB1680311J046826;8386;015700300020017;28311;MERCEDES-BENZ;CLASE A (BM 168);140 (168.031);1998;Sin plomo 95;0,1,9,3;6
56777;6160HFD;W0L0SDL08B6086996;19725;016501010260023;25005;OPEL;CORSA D;CMon;2011;Diesel;0,1,9,3;6
56781;WW372XF;WV1ZZZ2KZ8X042339;17808;019050760010003;1974;VOLKSWAGEN;CADDY (2K)(02.2004);Furg.;2007;Diesel;0,1,9,3;4
56795;3958LJJ;WVWZZZ3CZ7E170505;19959;019050680010063;27471;VOLKSWAGEN;PASSAT VARIANT (3C5);Trendline;2007;Diesel;0,1,9,3;3
56835;9304DZN;WF0WXXGCDW6T17576;18514;012850690020007;30946;FORD;FOCUS SPORTBREAK (CAP);Trend;2006;Sin plomo 95;0,9,3;6
56883;7416DZN;WVWZZZ1KZ6W579530;18392;019050350420018;27464;VOLKSWAGEN;GOLF PLUS V (5M1);Highline;2005;Diesel;0,1,9,3;6
56964;MA4041CW;WDB1680331J208005;8387;015700300040008;32311;MERCEDES-BENZ;CLASE A (BM 168);160 (168.033);1999;Sin plomo 95;0,1,9,3;4
56976;LM56PYL;WVGZB77LB7D023812;23298;019050770030001;2505;VOLKSWAGEN;TOUAREG (7L6);V8;2007;Sin plomo 98;0,1,9,3;7
57253;5065JNZ;ZFA26300006C20275;1046;012801060080010;31326;FIAT;II DOBLÒ (263) CARGO;Furgón SX;2016;Diesel;0,1,9,3;9
-1353778494;;;;038950590010001;;PIAGGIO (VESPA);LIBERTY 50 I-GET;Liberty 50 iGet;0;;;0
-1683976947;;;14008;012800610250003;24910;FIAT;III PANDA (319);Trekking;0;Diesel;;0
-1347620623;;;;01720036B000001;5055G;RENAULT;MEGANE II BERLINA 5P;*;0;;;0
-1128449060;;;;01790031;5085G;SEAT;CORDOBA BERLINA (6L2);*;0;;;0
-1398150682;;;;01190044B000015;1444G;CITROEN;XSARA PICASSO;*;0;;;0
-1040181924;;;;01720058;1040G;RENAULT;LAGUNA (B56);*;0;;;0
-1242524084;;;;01345006;246G;HYUNDAI;COUPE (J2);*;0;;;0
-1079528928;;;33047;019050750420030;32108;VOLKSWAGEN;GOLF V (1K1)(10.2003);Highline;0;Sin plomo 91;;0
-1663505684;;;;01790023;5093G;SEAT;IBIZA (6L1);*;0;;;0
-1008554593;;;;01670013B000005;4993G;PEUGEOT;PARTNER (S1)(07.1996);*;0;;;0
-1781565669;;;;01790023;5093G;SEAT;IBIZA (6L1);*;0;;;0
-1360964570;;;19840;013450410160003;1453;HYUNDAI;SANTA FE (CM);2.2 CRDi Comfort 4X4;0;Diesel;;0
-1981176403;;;;01285033B000001;5953G;FORD;ESCORT CABRIO;*;0;;;0
-1236298742;;;;01670013B000005;4993G;PEUGEOT;PARTNER (S1)(07.1996);*;0;;;0
-1502671860;;;;01285033B000001;5953G;FORD;ESCORT CABRIO;*;0;;;0
-1069682051;;;16249;011900460970013;26478;CITROEN;XSARA FAMILIAR;2.0 HDi SX (80kW);0;Diesel;;0
-1854211256;;;;01650046;4273G;OPEL;ASTRA G BERLINA;*;0;;;0
-1854378232;;;;01225048;781G;NISSAN;ALMERA TINO (V10M);*;0;;;0
-1760281941;;;;01060068;813G;AUDI;100 AVANT (C4);*;0;;;0
-1000062368;;;;01060072;4394G;AUDI;A4 BERLINA (B5);*;0;;;0
-1127726771;;;;01670081;968G;PEUGEOT;307 BERLINA (S2);*;0;;;0
-1646440666;;;;01905105;1464G;VOLKSWAGEN;GOLF VII (5G1/BE1);*;0;;;0
-1452058168;;;;01060074;4373G;AUDI;A3 (8L);*;0;;;0
-1647483575;;;16523;017900230350002;5762;SEAT;IBIZA (6L1);Cool;0;Sin plomo 91;;0
-1037204670;;;;01285012;5958G;FORD;ORION;*;0;;;0
-1394288479;;;;02650012B000006;4939G;OPEL;VIVARO;*;0;;;0
-1255822939;;;;01190040;3266G;CITROEN;XANTIA BERLINA;*;0;;;0
-1651430569;;;;01130012;4659G;BMW;SERIE 3 BERLINA (E36);*;0;;;0
-1297143285;;;18792;017200360120096;2405;RENAULT;MEGANE II BERLINA 5P;Confort Expression;0;Diesel;;0
-1996921364;;;11267;017200860540002;2306;RENAULT;MEGANE I FASE 2 GRANDTOUR (KA...);1.9 dTi Century;0;Diesel;;0
-1019229418;;;15011;010600740160021;2469;AUDI;A3 (8L);1.9 TDI Ambiente;0;Diesel;;0
-1877960097;;;;01060035B000003;4392G;AUDI;A3 (8P1);*;0;;;0
-1431498272;;;;01670013B000005;4993G;PEUGEOT;PARTNER (S1)(07.1996);*;0;;;0
-1231167023;;;;01790041;1090G;SEAT;ALTEA XL (5P5);*;0;;;0
-1319332561;;;;01190012;101G;CITROEN;BERLINGO;*;0;;;0
-1467221218;;;;01190011;108G;CITROEN;C 15;*;0;;;0
-1167581816;;;;01285045;5777G;FORD;FIESTA (CBK);*;0;;;0
-1529674142;;;;01650047B000002;4269G;OPEL;ASTRA G CARAVAN;*;0;;;0
-1615141342;;;19224;017900090310001;27882;SEAT;LEON (1M1);Last Edition;0;Diesel;;0
-1442434364;;;;038950590010001;;PIAGGIO (VESPA);LIBERTY 50 I-GET;Liberty 50 iGet;0;;;0
-1239144498;;;17718;017200370030010;29015;RENAULT;MEGANE II BERLINA 3P;Pack Authentique;0;Diesel;;0
-1745605492;;;;01790014B000006;5100G;SEAT;LEON (1P1);*;0;;;0
-1439618717;;;7824;013450090080001;15678;HYUNDAI;LANTRA BERLINA (RD);2.0 GLS;0;Sin plomo 91;;0
-1567117064;;;2128;017200101050004;24232;RENAULT;CLIO I FASE I / II (B/C57);1.2 Alize;0;Sin plomo 91;;0
-1882303784;;;5616;011900070330002;26092;CITROEN;SAXO;1.5 D Image;0;Diesel;;0
-1077904293;;;18344;011900810390002;22657;CITROEN;C4 BERLINA;Collection;0;Diesel;;0
-1785029707;;;;01040046;893G;ALFA ROMEO;156;*;0;;;0
-1268739504;;;;01225044B000006;4233G;NISSAN;PRIMERA TRAVELLER (WP11);*;0;;;0
-1132891326;;;;01670037;965G;PEUGEOT;306 3/5 PT. / 4 PT. (S2);*;0;;;0
-1410922584;;;;01790031;5085G;SEAT;CORDOBA BERLINA (6L2);*;0;;;0
-1516128227;;;;01650048;5739G;OPEL;ASTRA H BERLINA;*;0;;;0
-1245418545;;;16810;017900230020001;2492;SEAT;IBIZA (6L1);Stella;0;Diesel;;0
-1405505449;;;7890;017900210050011;15721;SEAT;CORDOBA BERLINA (6K2);Sport;0;Diesel;;0
-1749689713;;;19214;014250150260001;24005;KIA;PICANTO (SA);1.1 CRDi EX;0;Diesel;;0
-1813380878;;;;038950590010001;;PIAGGIO (VESPA);LIBERTY 50 I-GET;Liberty 50 iGet;0;;;0
-1935851571;;;30937;017900230080085;24547;SEAT;IBIZA (6L1);Reference;0;Sin plomo 95;;0
-1093613885;;;15112;019050540020003;5791;VOLKSWAGEN;NEW BEETLE BERLINA (9C1/1C1);1.6;0;Sin plomo 95;;0
-1287918693;;;16102;012850450020020;28648;FORD;FIESTA (CBK);Ambiente;0;Diesel;;0
-1087928560;;;10041;012850700040016;33114;FORD;FOCUS BERLINA (CAK);Ambiente;0;Diesel;;0
-1544647570;;;;038950590010001;;PIAGGIO (VESPA);LIBERTY 50 I-GET;Liberty 50 iGet;0;;;0
-1188615887;;;;01650046B000015;4273G;OPEL;ASTRA G BERLINA;*;0;;;0
-1881763885;;;9044;017200670510004;2350;RENAULT;CLIO II FASE I (B/CB0);1.9 D;0;Diesel;;0
-1175301503;;;;01190040;3266G;CITROEN;XANTIA BERLINA;*;0;;;0
-1337868435;;;;038950590010001;;PIAGGIO (VESPA);LIBERTY 50 I-GET;Liberty 50 iGet;0;;;0
-1942223804;;;19727;016501010150013;32704;OPEL;CORSA D;Cosmo;0;Diesel;;0
-1904586082;;;14160;016700220010010;36434;PEUGEOT;206;XR;0;Diesel;;0
-1044262713;;;;01720036;5055G;RENAULT;MEGANE II BERLINA 5P;*;0;;;0
-1741669520;;;;01280042;5827G;FIAT;STILO (192);*;0;;;0
-1692338359;;;;01340024;157G;HONDA;ACCORD BERLINA (CC/CE);*;0;;;0
-1072872248;;;;01130082B000005;5738G;BMW;MINI (R56);*;0;;;0
-1442303202;;;;01550065;3960G;MAZDA;6 BERLINA (GG);*;0;;;0
-1779453525;;;;01710050B000004;1014G;PORSCHE;PANAMERA (TIPO 970);*;0;;;0
-1495834206;;;;01710028B000017;4485G;PORSCHE;CAYENNE (TIPO 92A);*;0;;;0
-1303390881;;;17757;013450220060010;25566;HYUNDAI;ACCENT (LC);GL 4P;0;Sin plomo 91;;0
-1137535849;;;;017100550010003;;PORSCHE;MACAN (95BA);Base;0;Sin plomo 95;;0
-1103938520;;;;01905060;5342G;VOLKSWAGEN;PASSAT BERLINA (3B2);*;0;;;0
-1465808010;;;;01060037;4388G;AUDI;A3 SPORTBACK (8PA);*;0;;;0
-1373680055;;;;017100280030003;;PORSCHE;CAYENNE (TIPO 92A);Diesel;0;Diesel;;0
-1296253511;;;11585;017100280030002;8976;PORSCHE;CAYENNE (TIPO 92A);Diesel;0;Diesel;;0
-1375828037;;;;01550065;3960G;MAZDA;6 BERLINA (GG);*;0;;;0
-1762104823;;;;01710050B000004;1014G;PORSCHE;PANAMERA (TIPO 970);*;0;;;0
-1694611217;;;;01790023;5093G;SEAT;IBIZA (6L1);*;0;;;0
-1262240757;;;;01650046;4273G;OPEL;ASTRA G BERLINA;*;0;;;0
-1602411119;;;;01285045;5777G;FORD;FIESTA (CBK);*;0;;;0
-1167396533;;;;01130082B000005;5738G;BMW;MINI (R56);*;0;;;0
-1932660769;;;;01710050B000004;1014G;PORSCHE;PANAMERA (TIPO 970);*;0;;;0
-1124254947;;;;01280048;4306G;FIAT;I DOBLÒ (223) CARGO;*;0;;;0
-1456206823;;;;01710050B000004;1014G;PORSCHE;PANAMERA (TIPO 970);*;0;;;0
-1516902099;;;;01720069B000027;1027G;RENAULT;CLIO II FASE II (B/CB0);*;0;;;0
-1592833264;;;5595;011900190830001;26252;CITROEN;BERLINGO;1.4 Satisfaction Familiar;0;Sin plomo 95;;0
-1848756494;;;;01710028B000017;4485G;PORSCHE;CAYENNE (TIPO 92A);*;0;;;0
-1719458814;;;;01040043B000008;893G;ALFA ROMEO;156 (116);*;0;;;0
-1817581524;;;;01195018;2701G;DAEWOO;MATIZ;*;0;;;0
-1278643933;;;;01130082B000005;5738G;BMW;MINI (R56);*;0;;;0
-1081978181;;;8807;011900470120002;12842;CITROEN;XSARA COUPE;1.9 TD X;0;Diesel;;0
